"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","algo","data_aug","dataset_name","lr","model","seed","best_epoch-scel.epoch","best_epoch-scel.scel","best_epoch-scel.test_acc","best_epoch-scel.train_acc","best_epoch-scel.training_loss","best_epoch-scel.ure","best_epoch-scel.valid_acc","best_epoch-ure.epoch","best_epoch-ure.scel","best_epoch-ure.test_acc","best_epoch-ure.train_acc","best_epoch-ure.training_loss","best_epoch-ure.ure","best_epoch-ure.valid_acc","best_epoch-valid_acc.epoch","best_epoch-valid_acc.scel","best_epoch-valid_acc.test_acc","best_epoch-valid_acc.train_acc","best_epoch-valid_acc.training_loss","best_epoch-valid_acc.ure","best_epoch-valid_acc.valid_acc","scel","test_acc","train_acc","training_loss","ure","valid_acc"
"dainty-sweep-31","7cvsamjw","finished","-","anthony-wss","fwd-r","2023-05-02T15:42:34.000Z","1520","ed6g0prs","ncwcc3dq","","","2023-05-02T16:07:54.000Z","2023-05-02T16:07:54.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-r","false","uniform-cifar10","0.001","resnet18","2","244","2.182849645614624","0.4402","0.4605555555555555","2.1828497729518195","-4.1218953132629395","0.4336","244","2.182849645614624","0.4402","0.4605555555555555","2.1828497729518195","-4.1218953132629395","0.4336","44","2.2070748805999756","0.4773","0.5003555555555556","2.2070751759138973","-2.0770177841186523","0.4722","2.194060802459717","0.4444","0.4607333333333334","2.1940611086108466","-3.2739925384521484","0.4342"
"laced-sweep-30","hlvzz9jx","finished","-","anthony-wss","ure-ga-r","2023-05-02T15:21:58.000Z","1772","ed6g0prs","1eaplp24","","","2023-05-02T15:51:30.000Z","2023-05-02T15:51:30.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar20","0.00001","resnet18","2","279","2.989849090576172","0.0784","0.08597777777777778","0.16313619810071858","0.7862266302108765","0.0838","279","2.989849090576172","0.0784","0.08597777777777778","0.16313619810071858","0.7862266302108765","0.0838","274","2.989932060241699","0.0755","0.08437777777777777","0.11265408518639478","0.8273825645446777","0.0854","2.989854097366333","0.0758","0.08266666666666667","0.1464629823511297","0.7883909344673157","0.0838"
"true-sweep-29","7cvsamjw","finished","-","anthony-wss","ure-ga-r","2023-05-02T15:12:58.000Z","1770","ed6g0prs","kn8a3mg7","","","2023-05-02T15:42:28.000Z","2023-05-02T15:42:28.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar20","0.00005","resnet18","2","294","2.989741563796997","0.1133","0.11591111111111112","0.1342868215658448","0.8325033187866211","0.1138","284","2.9897632598876953","0.1099","0.11146666666666669","0.15892527997493744","0.8085812926292419","0.1118","269","2.990112781524658","0.1144","0.11662222222222222","0.17734310928393493","0.9354771375656128","0.1204","2.9899120330810547","0.1133","0.1150888888888889","0.15822181952270595","0.8868731260299683","0.1172"
"cool-sweep-28","hlvzz9jx","finished","-","anthony-wss","ure-ga-r","2023-05-02T14:52:24.000Z","1767","ed6g0prs","mn08v3ic","","","2023-05-02T15:21:51.000Z","2023-05-02T15:21:51.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar20","0.0001","resnet18","2","274","2.989821672439575","0.1137","0.1134","0.20679500377313656","0.8514872789382935","0.1156","274","2.989821672439575","0.1137","0.1134","0.20679500377313656","0.8514872789382935","0.1156","259","2.9900145530700684","0.1185","0.1214","0.2089171812615611","0.923625349998474","0.1252","2.98982310295105","0.102","0.10233333333333332","0.17109425467523662","0.8608062267303467","0.1036"
"sweepy-sweep-27","7cvsamjw","finished","-","anthony-wss","ure-ga-r","2023-05-02T14:43:17.000Z","1772","ed6g0prs","6tca6atj","","","2023-05-02T15:12:49.000Z","2023-05-02T15:12:49.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar20","0.0005","resnet18","2","289","2.9855124950408936","0.111","0.11651111111111112","0.22293991984968836","1.0461193323135376","0.1146","299","2.985654830932617","0.1128","0.11537777777777776","0.21767650612375952","1.0004031658172607","0.1138","214","2.988950252532959","0.1191","0.12088888888888888","0.4200908274135806","1.30909264087677","0.1252","2.985654830932617","0.1128","0.11537777777777776","0.21767650612375952","1.0004031658172607","0.1138"
"fearless-sweep-26","hlvzz9jx","finished","-","anthony-wss","ure-ga-r","2023-05-02T14:22:40.000Z","1776","ed6g0prs","pqy4rnxh","","","2023-05-02T14:52:16.000Z","2023-05-02T14:52:16.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar20","0.001","resnet18","2","289","2.9801175594329834","0.1097","0.1108","0.12658928250047294","0.7761002779006958","0.1082","274","2.980804204940796","0.1062","0.11097777777777776","0.17077101225202734","0.754594624042511","0.1112","179","2.9853687286376953","0.1171","0.12126666666666666","0.2444780726324428","1.1780211925506592","0.123","2.980297565460205","0.1145","0.11693333333333332","0.15162461725148288","0.8094501495361328","0.118"
"graceful-sweep-25","7cvsamjw","finished","-","anthony-wss","ure-ga-r","2023-05-02T14:15:46.000Z","1643","ed6g0prs","xudd6w4p","","","2023-05-02T14:43:09.000Z","2023-05-02T14:43:09.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar10","0.00001","resnet18","2","264","2.2804808616638184","0.172","0.18351111111111112","0.09994227642362769","0.3394353687763214","0.1696","264","2.2804808616638184","0.172","0.18351111111111112","0.09994227642362769","0.3394353687763214","0.1696","284","2.280731201171875","0.1811","0.19771111111111112","0.11989934606985612","0.366348534822464","0.1868","2.280792713165283","0.1816","0.19533333333333333","0.12146476994861256","0.36708664894104","0.1842"
"blooming-sweep-24","hlvzz9jx","finished","-","anthony-wss","ure-ga-r","2023-05-02T13:54:56.000Z","1655","ed6g0prs","3wbdprja","","","2023-05-02T14:22:31.000Z","2023-05-02T14:22:31.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar10","0.00005","resnet18","2","299","2.2788524627685547","0.3106","0.3221777777777778","0.13738439841703934","0.4329174757003784","0.3","299","2.2788524627685547","0.3106","0.3221777777777778","0.13738439841703934","0.4329174757003784","0.3","294","2.27908992767334","0.3083","0.32126666666666664","0.14287804608995264","0.4343309104442597","0.31","2.2788524627685547","0.3106","0.3221777777777778","0.13738439841703934","0.4329174757003784","0.3"
"glorious-sweep-23","7cvsamjw","finished","-","anthony-wss","ure-ga-r","2023-05-02T13:48:17.000Z","1641","ed6g0prs","5okz5040","","","2023-05-02T14:15:38.000Z","2023-05-02T14:15:38.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar10","0.0001","resnet18","2","294","2.2687530517578125","0.3696","0.37633333333333335","0.12705811654979532","0.3670041859149933","0.3468","294","2.2687530517578125","0.3696","0.37633333333333335","0.12705811654979532","0.3670041859149933","0.3468","289","2.2697184085845947","0.3741","0.38355555555555554","0.11102781647985632","0.39775779843330383","0.3636","2.269562005996704","0.3673","0.3766444444444445","0.12789898839863864","0.3708721101284027","0.3478"
"rich-sweep-22","hlvzz9jx","finished","-","anthony-wss","ure-ga-r","2023-05-02T13:27:10.000Z","1659","ed6g0prs","58mdy3xy","","","2023-05-02T13:54:49.000Z","2023-05-02T13:54:49.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar10","0.0005","resnet18","2","289","2.255466938018799","0.4012","0.4108888888888889","0.11432532288811424","0.32219573855400085","0.3874","289","2.255466938018799","0.4012","0.4108888888888889","0.11432532288811424","0.32219573855400085","0.3874","239","2.2600162029266357","0.4056","0.41457777777777777","0.14055312424898148","0.4298495650291443","0.3912","2.2558960914611816","0.4063","0.4164888888888889","0.09470592777837408","0.36502590775489807","0.3894"
"apricot-sweep-21","7cvsamjw","finished","-","anthony-wss","ure-ga-r","2023-05-02T13:20:42.000Z","1645","ed6g0prs","b0i7anbp","","","2023-05-02T13:48:07.000Z","2023-05-02T13:48:07.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-r","false","uniform-cifar10","0.001","resnet18","2","294","2.252845525741577","0.3889","0.3996222222222222","0.09511538594961166","0.31325626373291016","0.373","294","2.252845525741577","0.3889","0.3996222222222222","0.09511538594961166","0.31325626373291016","0.373","239","2.255929946899414","0.4033","0.4207555555555555","0.1278290030631152","0.3707925379276275","0.3926","2.2530863285064697","0.3914","0.4082222222222222","0.11011330580169504","0.3432826101779938","0.3868"
"youthful-sweep-20","hlvzz9jx","finished","-","anthony-wss","fwd-u","2023-05-02T13:01:32.000Z","1529","ed6g0prs","xh9vnfnt","","","2023-05-02T13:27:01.000Z","2023-05-02T13:27:01.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar20","0.00001","resnet18","2","39","2.9504270553588867","0.0973","0.1012","2.944613491947001","-9.667308807373049","0.1008","44","2.950434923171997","0.0967","0.10137777777777776","2.944556214592674","-9.732587814331056","0.101","74","2.95044207572937","0.0965","0.10071111111111113","2.9444531473246487","-9.027385711669922","0.1038","2.957348346710205","0.0912","0.09555555555555556","2.9519213383848015","-1.9835494756698608","0.095"
"fluent-sweep-19","7cvsamjw","finished","-","anthony-wss","fwd-u","2023-05-02T12:55:20.000Z","1517","ed6g0prs","rwua0t6g","","","2023-05-02T13:20:37.000Z","2023-05-02T13:20:37.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar20","0.00005","resnet18","2","239","2.9487226009368896","0.0983","0.10406666666666668","2.9446078024127265","-3.0291194915771484","0.1066","19","2.949506998062134","0.1","0.10782222222222222","2.9446190026673404","-10.37403392791748","0.1038","289","2.9492900371551514","0.0975","0.10475555555555556","2.944598840041594","-2.0971908569335938","0.1078","2.94925594329834","0.0975","0.10411111111111113","2.944591535763307","-1.3882941007614136","0.1074"
"noble-sweep-18","hlvzz9jx","finished","-","anthony-wss","fwd-u","2023-05-02T12:35:57.000Z","1528","ed6g0prs","7xxs9k10","","","2023-05-02T13:01:25.000Z","2023-05-02T13:01:25.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar20","0.0001","resnet18","2","144","2.9472458362579346","0.1183","0.12873333333333334","2.9448276568542826","-4.984647750854492","0.1238","19","2.9486160278320312","0.1192","0.12911111111111112","2.9446575966748325","-13.273991584777832","0.1296","114","2.9506590366363525","0.1205","0.1292222222222222","2.947775339538401","-4.142962455749512","0.134","2.9476988315582275","0.1033","0.10926666666666666","2.944576174020767","-2.071093797683716","0.1144"
"confused-sweep-17","7cvsamjw","finished","-","anthony-wss","fwd-u","2023-05-02T12:30:01.000Z","1509","ed6g0prs","65q4p335","","","2023-05-02T12:55:10.000Z","2023-05-02T12:55:10.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar20","0.0005","resnet18","2","184","2.94649338722229","0.1424","0.14864444444444444","2.944686155427586","-4.8890581130981445","0.1462","114","2.947000741958618","0.1562","0.16035555555555556","2.9448331025513736","-5.193422794342041","0.1658","44","2.95190691947937","0.1607","0.1671777777777778","2.950524555011229","-3.6832897663116455","0.1692","2.9469876289367676","0.1449","0.1516888888888889","2.94468605518341","-4.313207149505615","0.1468"
"effortless-sweep-16","hlvzz9jx","finished","-","anthony-wss","fwd-u","2023-05-02T12:10:27.000Z","1521","ed6g0prs","g2n5g0jg","","","2023-05-02T12:35:48.000Z","2023-05-02T12:35:48.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar20","0.001","resnet18","2","264","2.949333667755127","0.1177","0.11997777777777778","2.94611379775134","-2.3435254096984863","0.1176","109","2.9528326988220215","0.1096","0.1166","2.949359121647748","-3.600866317749023","0.1148","49","2.986179828643799","0.1287","0.12797777777777777","2.9854257621548395","1.1285864114761353","0.126","2.951305389404297","0.117","0.1179111111111111","2.947688354687257","-1.5613737106323242","0.1138"
"misty-sweep-15","7cvsamjw","finished","-","anthony-wss","fwd-u","2023-05-02T12:04:38.000Z","1514","ed6g0prs","dz72gpkh","","","2023-05-02T12:29:52.000Z","2023-05-02T12:29:52.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar10","0.00001","resnet18","2","119","2.1979827880859375","0.2385","0.2544222222222222","2.197307039390911","-6.462177276611328","0.2338","84","2.198030948638916","0.2405","0.2563111111111111","2.1972651942209764","-7.268102645874023","0.235","19","2.202108383178711","0.2457","0.26126666666666665","2.201742177659815","-4.756227970123291","0.2394","2.1984524726867676","0.2386","0.2522","2.197230642492121","-5.444156169891357","0.2326"
"rare-sweep-14","hlvzz9jx","finished","-","anthony-wss","fwd-u","2023-05-02T11:44:53.000Z","1527","ed6g0prs","o7dhr28p","","","2023-05-02T12:10:20.000Z","2023-05-02T12:10:20.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar10","0.00005","resnet18","2","184","2.1974282264709473","0.3211","0.3383111111111111","2.1973327967253597","-4.314573764801025","0.3204","24","2.1976723670959473","0.2767","0.29406666666666664","2.197361173954877","-8.075435638427734","0.2756","249","2.1977906227111816","0.3269","0.34575555555555554","2.19742202758789","-3.2774059772491455","0.3304","2.198124885559082","0.3228","0.3410666666666667","2.1974087872288446","-0.8458629250526428","0.3232"
"divine-sweep-13","7cvsamjw","finished","-","anthony-wss","fwd-u","2023-05-02T11:39:11.000Z","1520","ed6g0prs","r3ju8axx","","","2023-05-02T12:04:31.000Z","2023-05-02T12:04:31.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar10","0.0001","resnet18","2","39","2.1979737281799316","0.3651","0.3811555555555556","2.1973464461890133","-8.90506362915039","0.3562","29","2.198029041290283","0.3693","0.3831333333333333","2.197398841381073","-8.978283882141113","0.3544","214","2.198230266571045","0.4364","0.4524222222222222","2.1975889856165107","-3.388559579849243","0.4262","2.198263645172119","0.4386","0.4534222222222222","2.197395378893072","-2.132084369659424","0.421"
"fine-sweep-12","hlvzz9jx","finished","-","anthony-wss","fwd-u","2023-05-02T11:19:27.000Z","1520","ed6g0prs","9jl70meo","","","2023-05-02T11:44:47.000Z","2023-05-02T11:44:47.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar10","0.0005","resnet18","2","284","2.197417974472046","0.4712","0.4957555555555555","2.1974273784594103","-3.65394926071167","0.4678","104","2.1978254318237305","0.4715","0.4929777777777778","2.1974898143248125","-3.9804320335388184","0.4724","239","2.197758674621582","0.4774","0.4981333333333333","2.197407993403348","-3.369818687438965","0.4726","2.1974730491638184","0.4767","0.49777777777777776","2.1974178525534542","-2.749542236328125","0.4694"
"dutiful-sweep-11","7cvsamjw","finished","-","anthony-wss","fwd-u","2023-05-02T11:13:53.000Z","1511","ed6g0prs","mjyfc5bp","","","2023-05-02T11:39:04.000Z","2023-05-02T11:39:04.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","fwd-u","false","uniform-cifar10","0.001","resnet18","2","214","2.197406053543091","0.495","0.5136444444444445","2.197412582960996","-3.5271449089050293","0.4906","109","2.197563409805298","0.4889","0.5115555555555555","2.197481789372184","-3.6585631370544434","0.4778","209","2.1977627277374268","0.4938","0.5135777777777778","2.1978583823550832","-3.063387870788574","0.4924","2.201012134552002","0.4775","0.5022444444444445","2.200837555256757","-2.3598477840423584","0.4724"
"lyric-sweep-10","hlvzz9jx","finished","-","anthony-wss","ure-ga-u","2023-05-02T10:49:50.000Z","1768","ed6g0prs","vod6dkld","","","2023-05-02T11:19:18.000Z","2023-05-02T11:19:18.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar20","0.00001","resnet18","2","299","2.989506483078003","0.0756","0.07644444444444444","0.14545029672709378","0.7581437230110168","0.064","299","2.989506483078003","0.0756","0.07644444444444444","0.14545029672709378","0.7581437230110168","0.064","269","2.989638090133667","0.0719","0.07673333333333333","0.1968316449360414","0.8344001770019531","0.0764","2.989506483078003","0.0756","0.07644444444444444","0.14545029672709378","0.7581437230110168","0.064"
"deft-sweep-9","7cvsamjw","finished","-","anthony-wss","ure-ga-u","2023-05-02T10:44:12.000Z","1775","ed6g0prs","68czxfxd","","","2023-05-02T11:13:47.000Z","2023-05-02T11:13:47.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar20","0.00005","resnet18","2","299","2.989489793777466","0.1138","0.11426666666666668","0.15700645067475058","0.7521268725395203","0.117","299","2.989489793777466","0.1138","0.11426666666666668","0.15700645067475058","0.7521268725395203","0.117","289","2.98966908454895","0.1124","0.1179111111111111","0.15030283277684992","0.8379819393157959","0.1228","2.989489793777466","0.1138","0.11426666666666668","0.15700645067475058","0.7521268725395203","0.117"
"glorious-sweep-8","hlvzz9jx","finished","-","anthony-wss","ure-ga-u","2023-05-02T10:20:03.000Z","1776","ed6g0prs","pqmcksym","","","2023-05-02T10:49:39.000Z","2023-05-02T10:49:39.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar20","0.0001","resnet18","2","299","2.988586902618408","0.1132","0.11313333333333334","0.18437372689897363","0.8362553715705872","0.1164","279","2.9888134002685547","0.1115","0.11228888888888888","0.1498588418418711","0.8069908022880554","0.119","204","2.989857912063598","0.1269","0.1275777777777778","0.1926581453193318","1.019946575164795","0.1292","2.988586902618408","0.1132","0.11313333333333334","0.18437372689897363","0.8362553715705872","0.1164"
"crisp-sweep-7","7cvsamjw","finished","-","anthony-wss","ure-ga-u","2023-05-02T10:14:32.000Z","1775","ed6g0prs","i2c40ha6","","","2023-05-02T10:44:07.000Z","2023-05-02T10:44:07.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar20","0.0005","resnet18","2","299","2.9805915355682373","0.1157","0.11724444444444444","0.2059834518215873","0.9282920360565186","0.1178","299","2.9805915355682373","0.1157","0.11724444444444444","0.2059834518215873","0.9282920360565186","0.1178","179","2.988246202468872","0.1195","0.11988888888888888","0.3666417585177855","1.5204463005065918","0.123","2.9805915355682373","0.1157","0.11724444444444444","0.2059834518215873","0.9282920360565186","0.1178"
"sunny-sweep-6","hlvzz9jx","finished","-","anthony-wss","ure-ga-u","2023-05-02T09:50:23.000Z","1774","ed6g0prs","2uguv2nh","","","2023-05-02T10:19:57.000Z","2023-05-02T10:19:57.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar20","0.001","resnet18","2","289","2.9805374145507812","0.1037","0.10615555555555556","0.1358096870509061","0.8367922902107239","0.1116","289","2.9805374145507812","0.1037","0.10615555555555556","0.1358096870509061","0.8367922902107239","0.1116","84","2.992898464202881","0.1253","0.12331111111111112","0.806160340254957","2.2918171882629395","0.1244","2.9810402393341064","0.1083","0.10942222222222224","0.11308640918948432","0.910731852054596","0.113"
"usual-sweep-5","7cvsamjw","finished","-","anthony-wss","ure-ga-u","2023-05-02T09:46:57.000Z","1647","ed6g0prs","4cck2qqj","","","2023-05-02T10:14:24.000Z","2023-05-02T10:14:24.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar10","0.00001","resnet18","2","224","2.2805252075195312","0.1765","0.1845111111111111","0.1294526376507499","0.3430005609989166","0.166","284","2.280566453933716","0.1623","0.17353333333333334","0.1133905676278201","0.3421640396118164","0.1616","254","2.281251907348633","0.1758","0.18911111111111112","0.1328873485326767","0.4205452799797058","0.1822","2.280675172805786","0.1851","0.19442222222222225","0.13349445435133847","0.3625479340553284","0.1812"
"golden-sweep-4","hlvzz9jx","finished","-","anthony-wss","ure-ga-u","2023-05-02T09:22:42.000Z","1656","ed6g0prs","2dkf26ki","","","2023-05-02T09:50:18.000Z","2023-05-02T09:50:18.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar10","0.00005","resnet18","2","299","2.2782771587371826","0.325","0.3373777777777778","0.13980351794849744","0.4401246905326843","0.3228","274","2.2783560752868652","0.3236","0.33315555555555554","0.14784053780815817","0.4262627363204956","0.3206","279","2.2792601585388184","0.3387","0.35055555555555556","0.16199808432297272","0.5024126768112183","0.3362","2.2782771587371826","0.325","0.3373777777777778","0.13980351794849744","0.4401246905326843","0.3228"
"mild-sweep-3","7cvsamjw","finished","-","anthony-wss","ure-ga-u","2023-05-02T09:19:25.000Z","1643","ed6g0prs","lviu0eaw","","","2023-05-02T09:46:48.000Z","2023-05-02T09:46:48.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar10","0.0001","resnet18","2","299","2.2703895568847656","0.3515","0.3678888888888889","0.1194785393097184","0.3958545327186585","0.3396","299","2.2703895568847656","0.3515","0.3678888888888889","0.1194785393097184","0.3958545327186585","0.3396","264","2.272841453552246","0.3641","0.3760222222222222","0.13744127140803772","0.42431020736694336","0.3594","2.2703895568847656","0.3515","0.3678888888888889","0.1194785393097184","0.3958545327186585","0.3396"
"cool-sweep-2","hlvzz9jx","finished","-","anthony-wss","ure-ga-u","2023-05-02T08:55:02.000Z","1653","ed6g0prs","1w34yi9x","","","2023-05-02T09:22:35.000Z","2023-05-02T09:22:35.000Z","laddsgtwccli-wrrc7","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar10","0.0005","resnet18","2","299","2.256934642791748","0.3951","0.4050888888888889","0.1230413636023348","0.37008538842201233","0.3818","294","2.256995677947998","0.3866","0.4013777777777778","0.10775504125790164","0.3535511791706085","0.392","259","2.258754014968872","0.3975","0.4091555555555555","0.12714056535200638","0.3931349813938141","0.393","2.256934642791748","0.3951","0.4050888888888889","0.1230413636023348","0.37008538842201233","0.3818"
"solar-sweep-1","7cvsamjw","finished","-","anthony-wss","ure-ga-u","2023-05-02T08:52:11.000Z","1630","ed6g0prs","nf1t1j32","","","2023-05-02T09:19:21.000Z","2023-05-02T09:19:21.000Z","rkcc19twccli-t5ddj","","","","1","Tesla V100-SXM2-32GB","ure-ga-u","false","uniform-cifar10","0.001","resnet18","2","294","2.251189947128296","0.3979","0.41657777777777777","0.10620010576464912","0.351083904504776","0.3928","284","2.2512447834014893","0.3925","0.40842222222222224","0.0944840433922681","0.31991100311279297","0.3788","294","2.251189947128296","0.3979","0.41657777777777777","0.10620010576464912","0.351083904504776","0.3928","2.251405715942383","0.3889","0.40553333333333336","0.09239255501465364","0.3385744094848633","0.3774"